-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 06/01/2024 through 05/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
19.0,83.125,2024,153,6.81
19.0,83.75,2024,153,10.08
19.0,84.375,2024,153,12.27
19.0,85.0,2024,153,11.11
19.0,85.625,2024,153,10.74
19.0,86.25,2024,153,11.59
19.0,86.875,2024,153,10.16
19.0,87.5,2024,153,8.28
19.0,88.125,2024,153,4.4
19.0,88.75,2024,153,3.76
19.0,89.375,2024,153,5.07
19.0,90.0,2024,153,7.28
19.0,90.625,2024,153,5.53
19.5,83.125,2024,153,3.18
19.5,83.75,2024,153,7.2
19.5,84.375,2024,153,11.12
19.5,85.0,2024,153,10.1
19.5,85.625,2024,153,9.17
19.5,86.25,2024,153,11.08
19.5,86.875,2024,153,10.6
19.5,87.5,2024,153,8.63
19.5,88.125,2024,153,4.62
19.5,88.75,2024,153,3.52
19.5,89.375,2024,153,3.52
19.5,90.0,2024,153,3.95
19.5,90.625,2024,153,3.74
20.0,83.125,2024,153,1.07
20.0,83.75,2024,153,3.6
20.0,84.375,2024,153,7.0
20.0,85.0,2024,153,6.68
20.0,85.625,2024,153,5.27
20.0,86.25,2024,153,8.75
20.0,86.875,2024,153,10.0
20.0,87.5,2024,153,8.39
20.0,88.125,2024,153,5.17
20.0,88.75,2024,153,4.33
20.0,89.375,2024,153,4.83
20.0,90.0,2024,153,7.69
20.0,90.625,2024,153,9.99
20.5,83.125,2024,153,0.25
20.5,83.75,2024,153,1.52
20.5,84.375,2024,153,4.07
20.5,85.0,2024,153,3.91
20.5,85.625,2024,153,1.97
20.5,86.25,2024,153,5.11
20.5,86.875,2024,153,7.95
20.5,87.5,2024,153,7.23
20.5,88.125,2024,153,5.03
20.5,88.75,2024,153,4.69
20.5,89.375,2024,153,6.05
20.5,90.0,2024,153,11.19
20.5,90.625,2024,153,15.59
21.0,83.125,2024,153,0.36
21.0,83.75,2024,153,1.79
21.0,84.375,2024,153,4.5
21.0,85.0,2024,153,4.26
21.0,85.625,2024,153,1.71
21.0,86.25,2024,153,2.4
21.0,86.875,2024,153,5.74
21.0,87.5,2024,153,4.76
21.0,88.125,2024,153,3.86
21.0,88.75,2024,153,3.55
21.0,89.375,2024,153,5.09
21.0,90.0,2024,153,10.22
21.0,90.625,2024,153,14.63
21.5,83.125,2024,153,1.01
21.5,83.75,2024,153,3.13
21.5,84.375,2024,153,6.39
21.5,85.0,2024,153,6.4
21.5,85.625,2024,153,3.18
21.5,86.25,2024,153,2.22
21.5,86.875,2024,153,4.03
21.5,87.5,2024,153,3.57
21.5,88.125,2024,153,3.07
21.5,88.75,2024,153,2.91
21.5,89.375,2024,153,4.06
21.5,90.0,2024,153,7.57
21.5,90.625,2024,153,11.99
22.0,83.125,2024,153,1.83
22.0,83.75,2024,153,4.25
22.0,84.375,2024,153,8.26
22.0,85.0,2024,153,8.51
22.0,85.625,2024,153,5.3
22.0,86.25,2024,153,4.33
22.0,86.875,2024,153,4.02
22.0,87.5,2024,153,4.7
22.0,88.125,2024,153,3.68
22.0,88.75,2024,153,4.99
22.0,89.375,2024,153,5.98
22.0,90.0,2024,153,4.8
22.0,90.625,2024,153,7.41
22.5,83.125,2024,153,1.65
22.5,83.75,2024,153,4.33
22.5,84.375,2024,153,8.64
22.5,85.0,2024,153,8.87
22.5,85.625,2024,153,6.94
22.5,86.25,2024,153,7.19
22.5,86.875,2024,153,5.73
22.5,87.5,2024,153,6.16
22.5,88.125,2024,153,4.55
22.5,88.75,2024,153,7.15
22.5,89.375,2024,153,7.96
22.5,90.0,2024,153,4.01
22.5,90.625,2024,153,3.43
23.0,83.125,2024,153,1.02
23.0,83.75,2024,153,3.18
23.0,84.375,2024,153,6.13
23.0,85.0,2024,153,6.92
23.0,85.625,2024,153,6.94
23.0,86.25,2024,153,8.27
23.0,86.875,2024,153,6.92
23.0,87.5,2024,153,6.6
23.0,88.125,2024,153,4.4
23.0,88.75,2024,153,5.69
23.0,89.375,2024,153,5.4
23.0,90.0,2024,153,2.37
23.0,90.625,2024,153,1.75
23.5,83.125,2024,153,0.56
23.5,83.75,2024,153,1.52
23.5,84.375,2024,153,2.45
23.5,85.0,2024,153,3.1
23.5,85.625,2024,153,4.47
23.5,86.25,2024,153,6.1
23.5,86.875,2024,153,5.79
23.5,87.5,2024,153,5.24
23.5,88.125,2024,153,2.93
23.5,88.75,2024,153,3.02
23.5,89.375,2024,153,2.14
23.5,90.0,2024,153,0.79
23.5,90.625,2024,153,0.74
24.0,83.125,2024,153,0.19
24.0,83.75,2024,153,0.33
24.0,84.375,2024,153,0.42
24.0,85.0,2024,153,0.82
24.0,85.625,2024,153,1.5
24.0,86.25,2024,153,2.26
24.0,86.875,2024,153,2.62
24.0,87.5,2024,153,2.38
24.0,88.125,2024,153,1.52
24.0,88.75,2024,153,1.78
24.0,89.375,2024,153,0.94
24.0,90.0,2024,153,0.54
24.0,90.625,2024,153,1.94
24.5,83.125,2024,153,0.02
24.5,83.75,2024,153,0.01
24.5,84.375,2024,153,0.02
24.5,85.0,2024,153,0.1
24.5,85.625,2024,153,0.28
24.5,86.25,2024,153,0.44
24.5,86.875,2024,153,0.92
24.5,87.5,2024,153,0.59
24.5,88.125,2024,153,1.18
24.5,88.75,2024,153,1.43
24.5,89.375,2024,153,1.44
24.5,90.0,2024,153,3.31
24.5,90.625,2024,153,11.19
25.0,83.125,2024,153,0.0
25.0,83.75,2024,153,0.0
25.0,84.375,2024,153,0.0
25.0,85.0,2024,153,0.0
25.0,85.625,2024,153,0.17
25.0,86.25,2024,153,0.27
25.0,86.875,2024,153,0.89
25.0,87.5,2024,153,0.64
25.0,88.125,2024,153,1.69
25.0,88.75,2024,153,3.6
25.0,89.375,2024,153,6.27
25.0,90.0,2024,153,10.24
25.0,90.625,2024,153,27.39
25.5,83.125,2024,153,0.0
25.5,83.75,2024,153,0.0
25.5,84.375,2024,153,0.01
25.5,85.0,2024,153,0.01
25.5,85.625,2024,153,0.5
25.5,86.25,2024,153,0.62
25.5,86.875,2024,153,2.47
25.5,87.5,2024,153,1.22
25.5,88.125,2024,153,4.93
25.5,88.75,2024,153,11.87
25.5,89.375,2024,153,17.93
25.5,90.0,2024,153,17.71
25.5,90.625,2024,153,23.47
26.0,83.125,2024,153,0.0
26.0,83.75,2024,153,0.05
26.0,84.375,2024,153,0.21
26.0,85.0,2024,153,0.95
26.0,85.625,2024,153,2.9
26.0,86.25,2024,153,2.95
26.0,86.875,2024,153,4.61
26.0,87.5,2024,153,4.44
26.0,88.125,2024,153,9.88
26.0,88.75,2024,153,22.51
26.0,89.375,2024,153,29.15
26.0,90.0,2024,153,23.96
26.0,90.625,2024,153,18.88
26.5,83.125,2024,153,0.03
26.5,83.75,2024,153,0.37
26.5,84.375,2024,153,1.39
26.5,85.0,2024,153,4.54
26.5,85.625,2024,153,8.81
26.5,86.25,2024,153,7.55
26.5,86.875,2024,153,5.41
26.5,87.5,2024,153,7.07
26.5,88.125,2024,153,12.34
26.5,88.75,2024,153,24.23
26.5,89.375,2024,153,30.13
26.5,90.0,2024,153,27.54
26.5,90.625,2024,153,24.98
27.0,83.125,2024,153,0.28
27.0,83.75,2024,153,1.42
27.0,84.375,2024,153,3.99
27.0,85.0,2024,153,6.37
27.0,85.625,2024,153,7.97
27.0,86.25,2024,153,7.27
27.0,86.875,2024,153,5.92
27.0,87.5,2024,153,5.55
27.0,88.125,2024,153,10.03
27.0,88.75,2024,153,16.38
27.0,89.375,2024,153,20.15
27.0,90.0,2024,153,22.0
27.0,90.625,2024,153,27.79
27.5,83.125,2024,153,1.46
27.5,83.75,2024,153,3.48
27.5,84.375,2024,153,6.06
27.5,85.0,2024,153,5.65
27.5,85.625,2024,153,4.32
27.5,86.25,2024,153,3.69
27.5,86.875,2024,153,3.57
27.5,87.5,2024,153,3.68
27.5,88.125,2024,153,5.0
27.5,88.75,2024,153,6.47
27.5,89.375,2024,153,7.93
27.5,90.0,2024,153,10.77
27.5,90.625,2024,153,16.91
28.0,83.125,2024,153,1.76
28.0,83.75,2024,153,2.66
28.0,84.375,2024,153,5.29
28.0,85.0,2024,153,5.19
28.0,85.625,2024,153,2.54
28.0,86.25,2024,153,1.37
28.0,86.875,2024,153,1.47
28.0,87.5,2024,153,1.66
28.0,88.125,2024,153,1.67
28.0,88.75,2024,153,1.5
28.0,89.375,2024,153,1.99
28.0,90.0,2024,153,3.5
28.0,90.625,2024,153,5.87
19.0,83.125,2024,154,5.42
19.0,83.75,2024,154,5.14
19.0,84.375,2024,154,6.18
19.0,85.0,2024,154,10.54
19.0,85.625,2024,154,15.95
19.0,86.25,2024,154,19.36
19.0,86.875,2024,154,15.66
19.0,87.5,2024,154,12.77
19.0,88.125,2024,154,6.82
19.0,88.75,2024,154,5.09
19.0,89.375,2024,154,5.59
19.0,90.0,2024,154,7.95
19.0,90.625,2024,154,12.3
19.5,83.125,2024,154,8.37
19.5,83.75,2024,154,7.01
19.5,84.375,2024,154,6.22
19.5,85.0,2024,154,10.23
19.5,85.625,2024,154,15.59
19.5,86.25,2024,154,20.33
19.5,86.875,2024,154,17.6
19.5,87.5,2024,154,14.59
19.5,88.125,2024,154,7.98
19.5,88.75,2024,154,6.07
19.5,89.375,2024,154,6.32
19.5,90.0,2024,154,8.12
19.5,90.625,2024,154,7.0
20.0,83.125,2024,154,10.08
20.0,83.75,2024,154,8.84
20.0,84.375,2024,154,8.12
20.0,85.0,2024,154,12.85
20.0,85.625,2024,154,16.87
20.0,86.25,2024,154,19.34
20.0,86.875,2024,154,18.05
20.0,87.5,2024,154,14.97
20.0,88.125,2024,154,9.37
20.0,88.75,2024,154,8.2
20.0,89.375,2024,154,11.14
20.0,90.0,2024,154,23.62
20.0,90.625,2024,154,33.43
20.5,83.125,2024,154,9.58
20.5,83.75,2024,154,10.04
20.5,84.375,2024,154,9.72
20.5,85.0,2024,154,13.84
20.5,85.625,2024,154,16.52
20.5,86.25,2024,154,16.29
20.5,86.875,2024,154,15.73
20.5,87.5,2024,154,12.86
20.5,88.125,2024,154,9.48
20.5,88.75,2024,154,9.12
20.5,89.375,2024,154,13.93
20.5,90.0,2024,154,33.11
20.5,90.625,2024,154,55.59
21.0,83.125,2024,154,9.07
21.0,83.75,2024,154,12.64
21.0,84.375,2024,154,11.31
21.0,85.0,2024,154,10.25
21.0,85.625,2024,154,11.2
21.0,86.25,2024,154,10.84
21.0,86.875,2024,154,11.27
21.0,87.5,2024,154,8.77
21.0,88.125,2024,154,7.99
21.0,88.75,2024,154,7.71
21.0,89.375,2024,154,12.08
21.0,90.0,2024,154,27.6
21.0,90.625,2024,154,43.24
21.5,83.125,2024,154,9.49
21.5,83.75,2024,154,14.29
21.5,84.375,2024,154,11.73
21.5,85.0,2024,154,6.08
21.5,85.625,2024,154,5.08
21.5,86.25,2024,154,5.18
21.5,86.875,2024,154,5.72
21.5,87.5,2024,154,5.41
21.5,88.125,2024,154,5.31
21.5,88.75,2024,154,4.94
21.5,89.375,2024,154,7.85
21.5,90.0,2024,154,20.24
21.5,90.625,2024,154,31.76
22.0,83.125,2024,154,8.77
22.0,83.75,2024,154,11.52
22.0,84.375,2024,154,8.56
22.0,85.0,2024,154,4.14
22.0,85.625,2024,154,2.61
22.0,86.25,2024,154,2.1
22.0,86.875,2024,154,2.05
22.0,87.5,2024,154,2.63
22.0,88.125,2024,154,2.09
22.0,88.75,2024,154,1.44
22.0,89.375,2024,154,1.88
22.0,90.0,2024,154,7.93
22.0,90.625,2024,154,23.41
22.5,83.125,2024,154,6.01
22.5,83.75,2024,154,6.66
22.5,84.375,2024,154,4.65
22.5,85.0,2024,154,3.0
22.5,85.625,2024,154,2.17
22.5,86.25,2024,154,0.96
22.5,86.875,2024,154,1.37
22.5,87.5,2024,154,1.06
22.5,88.125,2024,154,0.8
22.5,88.75,2024,154,0.17
22.5,89.375,2024,154,0.0
22.5,90.0,2024,154,1.27
22.5,90.625,2024,154,4.13
23.0,83.125,2024,154,3.61
23.0,83.75,2024,154,3.81
23.0,84.375,2024,154,2.23
23.0,85.0,2024,154,1.1
23.0,85.625,2024,154,0.99
23.0,86.25,2024,154,0.48
23.0,86.875,2024,154,1.33
23.0,87.5,2024,154,1.12
23.0,88.125,2024,154,1.21
23.0,88.75,2024,154,0.42
23.0,89.375,2024,154,0.07
23.0,90.0,2024,154,0.39
23.0,90.625,2024,154,1.44
23.5,83.125,2024,154,1.12
23.5,83.75,2024,154,1.83
23.5,84.375,2024,154,0.65
23.5,85.0,2024,154,0.2
23.5,85.625,2024,154,0.34
23.5,86.25,2024,154,1.33
23.5,86.875,2024,154,2.88
23.5,87.5,2024,154,2.68
23.5,88.125,2024,154,2.77
23.5,88.75,2024,154,0.86
23.5,89.375,2024,154,0.6
23.5,90.0,2024,154,1.9
23.5,90.625,2024,154,3.53
24.0,83.125,2024,154,0.67
24.0,83.75,2024,154,1.08
24.0,84.375,2024,154,0.08
24.0,85.0,2024,154,0.08
24.0,85.625,2024,154,1.08
24.0,86.25,2024,154,3.42
24.0,86.875,2024,154,5.59
24.0,87.5,2024,154,5.37
24.0,88.125,2024,154,4.27
24.0,88.75,2024,154,1.59
24.0,89.375,2024,154,3.05
24.0,90.0,2024,154,8.34
24.0,90.625,2024,154,14.08
24.5,83.125,2024,154,0.25
24.5,83.75,2024,154,0.06
24.5,84.375,2024,154,0.01
24.5,85.0,2024,154,0.25
24.5,85.625,2024,154,1.54
24.5,86.25,2024,154,4.05
24.5,86.875,2024,154,6.94
24.5,87.5,2024,154,6.45
24.5,88.125,2024,154,5.04
24.5,88.75,2024,154,3.45
24.5,89.375,2024,154,9.03
24.5,90.0,2024,154,21.73
24.5,90.625,2024,154,37.07
25.0,83.125,2024,154,0.01
25.0,83.75,2024,154,0.02
25.0,84.375,2024,154,0.04
25.0,85.0,2024,154,0.65
25.0,85.625,2024,154,2.39
25.0,86.25,2024,154,4.47
25.0,86.875,2024,154,7.51
25.0,87.5,2024,154,6.92
25.0,88.125,2024,154,6.4
25.0,88.75,2024,154,6.99
25.0,89.375,2024,154,16.72
25.0,90.0,2024,154,35.49
25.0,90.625,2024,154,54.98
25.5,83.125,2024,154,0.1
25.5,83.75,2024,154,0.21
25.5,84.375,2024,154,0.43
25.5,85.0,2024,154,2.0
25.5,85.625,2024,154,5.0
25.5,86.25,2024,154,6.39
25.5,86.875,2024,154,6.57
25.5,87.5,2024,154,8.12
25.5,88.125,2024,154,7.32
25.5,88.75,2024,154,12.56
25.5,89.375,2024,154,23.7
25.5,90.0,2024,154,42.55
25.5,90.625,2024,154,62.71
26.0,83.125,2024,154,0.42
26.0,83.75,2024,154,0.96
26.0,84.375,2024,154,1.93
26.0,85.0,2024,154,4.21
26.0,85.625,2024,154,7.05
26.0,86.25,2024,154,7.26
26.0,86.875,2024,154,5.08
26.0,87.5,2024,154,6.08
26.0,88.125,2024,154,8.13
26.0,88.75,2024,154,17.44
26.0,89.375,2024,154,28.19
26.0,90.0,2024,154,44.35
26.0,90.625,2024,154,60.71
26.5,83.125,2024,154,0.86
26.5,83.75,2024,154,2.03
26.5,84.375,2024,154,4.29
26.5,85.0,2024,154,5.51
26.5,85.625,2024,154,4.2
26.5,86.25,2024,154,4.03
26.5,86.875,2024,154,4.43
26.5,87.5,2024,154,3.07
26.5,88.125,2024,154,7.0
26.5,88.75,2024,154,15.13
26.5,89.375,2024,154,23.03
26.5,90.0,2024,154,37.87
26.5,90.625,2024,154,50.6
27.0,83.125,2024,154,2.14
27.0,83.75,2024,154,4.22
27.0,84.375,2024,154,6.8
27.0,85.0,2024,154,7.69
27.0,85.625,2024,154,4.08
27.0,86.25,2024,154,1.8
27.0,86.875,2024,154,2.27
27.0,87.5,2024,154,2.5
27.0,88.125,2024,154,4.51
27.0,88.75,2024,154,8.56
27.0,89.375,2024,154,14.35
27.0,90.0,2024,154,29.81
27.0,90.625,2024,154,45.8
27.5,83.125,2024,154,8.97
27.5,83.75,2024,154,12.12
27.5,84.375,2024,154,10.49
27.5,85.0,2024,154,7.97
27.5,85.625,2024,154,3.67
27.5,86.25,2024,154,1.2
27.5,86.875,2024,154,1.31
27.5,87.5,2024,154,1.46
27.5,88.125,2024,154,3.12
27.5,88.75,2024,154,4.28
27.5,89.375,2024,154,6.85
27.5,90.0,2024,154,14.8
27.5,90.625,2024,154,23.93
28.0,83.125,2024,154,8.95
28.0,83.75,2024,154,9.73
28.0,84.375,2024,154,6.73
28.0,85.0,2024,154,4.31
28.0,85.625,2024,154,1.96
28.0,86.25,2024,154,0.59
28.0,86.875,2024,154,0.53
28.0,87.5,2024,154,0.71
28.0,88.125,2024,154,1.69
28.0,88.75,2024,154,1.84
28.0,89.375,2024,154,2.33
28.0,90.0,2024,154,4.74
28.0,90.625,2024,154,7.29
19.0,83.125,2024,155,12.13
19.0,83.75,2024,155,11.22
19.0,84.375,2024,155,10.56
19.0,85.0,2024,155,13.17
19.0,85.625,2024,155,14.27
19.0,86.25,2024,155,12.14
19.0,86.875,2024,155,8.83
19.0,87.5,2024,155,7.79
19.0,88.125,2024,155,4.17
19.0,88.75,2024,155,3.42
19.0,89.375,2024,155,4.46
19.0,90.0,2024,155,6.91
19.0,90.625,2024,155,9.64
19.5,83.125,2024,155,6.48
19.5,83.75,2024,155,7.41
19.5,84.375,2024,155,8.97
19.5,85.0,2024,155,14.68
19.5,85.625,2024,155,18.05
19.5,86.25,2024,155,16.17
19.5,86.875,2024,155,12.22
19.5,87.5,2024,155,10.72
19.5,88.125,2024,155,5.69
19.5,88.75,2024,155,4.06
19.5,89.375,2024,155,4.3
19.5,90.0,2024,155,5.58
19.5,90.625,2024,155,6.06
20.0,83.125,2024,155,4.09
20.0,83.75,2024,155,5.69
20.0,84.375,2024,155,10.55
20.0,85.0,2024,155,19.72
20.0,85.625,2024,155,25.89
20.0,86.25,2024,155,21.59
20.0,86.875,2024,155,16.89
20.0,87.5,2024,155,14.83
20.0,88.125,2024,155,9.0
20.0,88.75,2024,155,6.59
20.0,89.375,2024,155,8.5
20.0,90.0,2024,155,16.14
20.0,90.625,2024,155,20.75
20.5,83.125,2024,155,2.95
20.5,83.75,2024,155,6.15
20.5,84.375,2024,155,13.94
20.5,85.0,2024,155,23.9
20.5,85.625,2024,155,31.43
20.5,86.25,2024,155,27.23
20.5,86.875,2024,155,20.78
20.5,87.5,2024,155,19.07
20.5,88.125,2024,155,12.8
20.5,88.75,2024,155,9.71
20.5,89.375,2024,155,13.29
20.5,90.0,2024,155,27.37
20.5,90.625,2024,155,35.43
21.0,83.125,2024,155,3.53
21.0,83.75,2024,155,10.01
21.0,84.375,2024,155,17.78
21.0,85.0,2024,155,22.51
21.0,85.625,2024,155,26.79
21.0,86.25,2024,155,25.28
21.0,86.875,2024,155,23.23
21.0,87.5,2024,155,18.47
21.0,88.125,2024,155,15.58
21.0,88.75,2024,155,11.4
21.0,89.375,2024,155,16.47
21.0,90.0,2024,155,33.96
21.0,90.625,2024,155,41.27
21.5,83.125,2024,155,5.42
21.5,83.75,2024,155,16.73
21.5,84.375,2024,155,20.48
21.5,85.0,2024,155,15.94
21.5,85.625,2024,155,15.31
21.5,86.25,2024,155,15.02
21.5,86.875,2024,155,17.15
21.5,87.5,2024,155,15.42
21.5,88.125,2024,155,13.6
21.5,88.75,2024,155,10.56
21.5,89.375,2024,155,17.13
21.5,90.0,2024,155,40.66
21.5,90.625,2024,155,51.89
22.0,83.125,2024,155,6.7
22.0,83.75,2024,155,20.51
22.0,84.375,2024,155,18.65
22.0,85.0,2024,155,8.3
22.0,85.625,2024,155,5.32
22.0,86.25,2024,155,5.81
22.0,86.875,2024,155,6.79
22.0,87.5,2024,155,9.07
22.0,88.125,2024,155,7.84
22.0,88.75,2024,155,7.3
22.0,89.375,2024,155,11.66
22.0,90.0,2024,155,31.93
22.0,90.625,2024,155,60.87
22.5,83.125,2024,155,7.03
22.5,83.75,2024,155,16.15
22.5,84.375,2024,155,10.98
22.5,85.0,2024,155,3.5
22.5,85.625,2024,155,1.18
22.5,86.25,2024,155,1.41
22.5,86.875,2024,155,2.21
22.5,87.5,2024,155,2.98
22.5,88.125,2024,155,4.36
22.5,88.75,2024,155,6.74
22.5,89.375,2024,155,10.18
22.5,90.0,2024,155,21.12
22.5,90.625,2024,155,38.32
23.0,83.125,2024,155,5.28
23.0,83.75,2024,155,6.29
23.0,84.375,2024,155,3.79
23.0,85.0,2024,155,1.29
23.0,85.625,2024,155,0.32
23.0,86.25,2024,155,0.29
23.0,86.875,2024,155,0.71
23.0,87.5,2024,155,1.12
23.0,88.125,2024,155,2.94
23.0,88.75,2024,155,6.53
23.0,89.375,2024,155,11.11
23.0,90.0,2024,155,17.76
23.0,90.625,2024,155,25.64
23.5,83.125,2024,155,5.05
23.5,83.75,2024,155,1.02
23.5,84.375,2024,155,0.75
23.5,85.0,2024,155,0.29
23.5,85.625,2024,155,0.09
23.5,86.25,2024,155,0.08
23.5,86.875,2024,155,0.24
23.5,87.5,2024,155,0.42
23.5,88.125,2024,155,1.55
23.5,88.75,2024,155,4.76
23.5,89.375,2024,155,11.38
23.5,90.0,2024,155,20.89
23.5,90.625,2024,155,27.79
24.0,83.125,2024,155,5.71
24.0,83.75,2024,155,0.27
24.0,84.375,2024,155,0.08
24.0,85.0,2024,155,0.03
24.0,85.625,2024,155,0.02
24.0,86.25,2024,155,0.02
24.0,86.875,2024,155,0.12
24.0,87.5,2024,155,0.17
24.0,88.125,2024,155,1.1
24.0,88.75,2024,155,4.61
24.0,89.375,2024,155,13.51
24.0,90.0,2024,155,27.49
24.0,90.625,2024,155,38.66
24.5,83.125,2024,155,5.13
24.5,83.75,2024,155,0.71
24.5,84.375,2024,155,0.0
24.5,85.0,2024,155,0.01
24.5,85.625,2024,155,0.01
24.5,86.25,2024,155,0.01
24.5,86.875,2024,155,0.18
24.5,87.5,2024,155,0.16
24.5,88.125,2024,155,1.73
24.5,88.75,2024,155,7.89
24.5,89.375,2024,155,20.08
24.5,90.0,2024,155,36.27
24.5,90.625,2024,155,50.56
25.0,83.125,2024,155,2.74
25.0,83.75,2024,155,0.29
25.0,84.375,2024,155,0.0
25.0,85.0,2024,155,0.0
25.0,85.625,2024,155,0.0
25.0,86.25,2024,155,0.03
25.0,86.875,2024,155,0.36
25.0,87.5,2024,155,0.31
25.0,88.125,2024,155,3.11
25.0,88.75,2024,155,13.06
25.0,89.375,2024,155,29.81
25.0,90.0,2024,155,47.75
25.0,90.625,2024,155,65.0
25.5,83.125,2024,155,0.85
25.5,83.75,2024,155,0.1
25.5,84.375,2024,155,0.1
25.5,85.0,2024,155,0.09
25.5,85.625,2024,155,0.06
25.5,86.25,2024,155,0.25
25.5,86.875,2024,155,0.4
25.5,87.5,2024,155,0.76
25.5,88.125,2024,155,3.96
25.5,88.75,2024,155,14.97
25.5,89.375,2024,155,32.89
25.5,90.0,2024,155,52.83
25.5,90.625,2024,155,69.7
26.0,83.125,2024,155,0.36
26.0,83.75,2024,155,0.51
26.0,84.375,2024,155,0.92
26.0,85.0,2024,155,0.76
26.0,85.625,2024,155,0.27
26.0,86.25,2024,155,0.43
26.0,86.875,2024,155,0.27
26.0,87.5,2024,155,0.72
26.0,88.125,2024,155,3.77
26.0,88.75,2024,155,12.45
26.0,89.375,2024,155,27.61
26.0,90.0,2024,155,47.97
26.0,90.625,2024,155,58.32
26.5,83.125,2024,155,1.85
26.5,83.75,2024,155,2.96
26.5,84.375,2024,155,3.73
26.5,85.0,2024,155,2.21
26.5,85.625,2024,155,0.38
26.5,86.25,2024,155,0.09
26.5,86.875,2024,155,0.29
26.5,87.5,2024,155,0.21
26.5,88.125,2024,155,4.01
26.5,88.75,2024,155,17.69
26.5,89.375,2024,155,40.55
26.5,90.0,2024,155,53.96
26.5,90.625,2024,155,65.01
27.0,83.125,2024,155,4.79
27.0,83.75,2024,155,6.93
27.0,84.375,2024,155,6.06
27.0,85.0,2024,155,2.14
27.0,85.625,2024,155,3.82
27.0,86.25,2024,155,13.42
27.0,86.875,2024,155,13.46
27.0,87.5,2024,155,17.92
27.0,88.125,2024,155,17.94
27.0,88.75,2024,155,47.44
27.0,89.375,2024,155,87.94
27.0,90.0,2024,155,86.1
27.0,90.625,2024,155,85.11
27.5,83.125,2024,155,1.02
27.5,83.75,2024,155,1.42
27.5,84.375,2024,155,1.62
27.5,85.0,2024,155,1.28
27.5,85.625,2024,155,11.3
27.5,86.25,2024,155,33.13
27.5,86.875,2024,155,34.85
27.5,87.5,2024,155,36.19
27.5,88.125,2024,155,30.62
27.5,88.75,2024,155,54.36
27.5,89.375,2024,155,69.45
27.5,90.0,2024,155,54.21
27.5,90.625,2024,155,43.97
28.0,83.125,2024,155,0.28
28.0,83.75,2024,155,1.31
28.0,84.375,2024,155,3.41
28.0,85.0,2024,155,5.88
28.0,85.625,2024,155,8.95
28.0,86.25,2024,155,17.61
28.0,86.875,2024,155,25.23
28.0,87.5,2024,155,21.02
28.0,88.125,2024,155,16.34
28.0,88.75,2024,155,20.17
28.0,89.375,2024,155,18.32
28.0,90.0,2024,155,11.97
28.0,90.625,2024,155,8.32
19.0,83.125,2024,156,1.09
19.0,83.75,2024,156,0.95
19.0,84.375,2024,156,2.19
19.0,85.0,2024,156,4.98
19.0,85.625,2024,156,6.93
19.0,86.25,2024,156,7.64
19.0,86.875,2024,156,7.8
19.0,87.5,2024,156,6.66
19.0,88.125,2024,156,4.36
19.0,88.75,2024,156,4.64
19.0,89.375,2024,156,6.89
19.0,90.0,2024,156,10.79
19.0,90.625,2024,156,11.01
19.5,83.125,2024,156,1.08
19.5,83.75,2024,156,0.98
19.5,84.375,2024,156,1.22
19.5,85.0,2024,156,3.15
19.5,85.625,2024,156,5.59
19.5,86.25,2024,156,6.55
19.5,86.875,2024,156,6.47
19.5,87.5,2024,156,5.47
19.5,88.125,2024,156,3.88
19.5,88.75,2024,156,4.27
19.5,89.375,2024,156,6.83
19.5,90.0,2024,156,10.89
19.5,90.625,2024,156,10.99
20.0,83.125,2024,156,1.94
20.0,83.75,2024,156,1.71
20.0,84.375,2024,156,1.89
20.0,85.0,2024,156,2.06
20.0,85.625,2024,156,3.6
20.0,86.25,2024,156,5.08
20.0,86.875,2024,156,5.62
20.0,87.5,2024,156,4.85
20.0,88.125,2024,156,4.31
20.0,88.75,2024,156,5.27
20.0,89.375,2024,156,11.93
20.0,90.0,2024,156,27.99
20.0,90.625,2024,156,37.82
20.5,83.125,2024,156,2.73
20.5,83.75,2024,156,2.06
20.5,84.375,2024,156,2.18
20.5,85.0,2024,156,1.64
20.5,85.625,2024,156,1.96
20.5,86.25,2024,156,3.3
20.5,86.875,2024,156,4.74
20.5,87.5,2024,156,4.41
20.5,88.125,2024,156,4.9
20.5,88.75,2024,156,6.55
20.5,89.375,2024,156,16.53
20.5,90.0,2024,156,40.29
20.5,90.625,2024,156,51.75
21.0,83.125,2024,156,3.21
21.0,83.75,2024,156,1.95
21.0,84.375,2024,156,0.98
21.0,85.0,2024,156,0.9
21.0,85.625,2024,156,1.08
21.0,86.25,2024,156,2.05
21.0,86.875,2024,156,3.9
21.0,87.5,2024,156,3.93
21.0,88.125,2024,156,4.99
21.0,88.75,2024,156,6.84
21.0,89.375,2024,156,16.92
21.0,90.0,2024,156,37.84
21.0,90.625,2024,156,40.93
21.5,83.125,2024,156,4.11
21.5,83.75,2024,156,2.53
21.5,84.375,2024,156,0.55
21.5,85.0,2024,156,0.3
